STATE CLIMATE OFFICE OF NORTH CAROLINA,
1/9/2010 1:35,22.2
1/9/2010 1:36,22.1
1/9/2010 1:37,22.1
1/9/2010 1:38,22.1
1/9/2010 1:39,22.2
1/9/2010 1:40,22.2
1/9/2010 1:41,22.1
1/9/2010 1:42,22.2
1/9/2010 1:43,22
1/9/2010 1:44,22.1
1/9/2010 1:45,22
1/9/2010 1:46,22
1/9/2010 1:47,22.1
1/9/2010 1:48,22.2
1/9/2010 1:49,22
1/9/2010 1:50,22.1
1/9/2010 1:51,22
1/9/2010 1:52,22.3
1/9/2010 1:53,22.2
1/9/2010 1:54,22.2
1/9/2010 1:55,22
1/9/2010 1:56,22
1/9/2010 1:57,22.2
1/9/2010 1:58,22.1
1/9/2010 1:59,22.2
1/9/2010 2:00,22
1/9/2010 2:00,22
1/9/2010 2:01,22
1/9/2010 2:02,22.1
1/9/2010 2:03,22.1
1/9/2010 2:04,22
1/9/2010 2:05,22.1
1/9/2010 2:06,22
1/9/2010 2:07,22
1/9/2010 2:08,21.9
1/9/2010 2:09,22.1
1/9/2010 2:10,22
1/9/2010 2:11,22.1
1/9/2010 2:12,21.9
1/9/2010 2:13,22.1
1/9/2010 2:14,22.1
1/9/2010 2:15,21.9
1/9/2010 2:16,22
1/9/2010 2:17,22
1/9/2010 2:18,22
1/9/2010 2:19,21.7
1/9/2010 2:20,22.1
1/9/2010 2:21,22
1/9/2010 2:22,22.1
1/9/2010 2:23,22
1/9/2010 2:24,21.9
1/9/2010 2:25,21.7
1/9/2010 2:26,21.9
1/9/2010 2:27,21.9
1/9/2010 2:28,21.9
1/9/2010 2:29,21.7
1/9/2010 2:30,22
1/9/2010 2:31,21.9
1/9/2010 2:32,21.9
1/9/2010 2:33,21.9
1/9/2010 2:34,21.9
1/9/2010 2:35,21.7
1/9/2010 2:36,22
1/9/2010 2:37,21.9
1/9/2010 2:38,21.9
1/9/2010 2:39,22
1/9/2010 2:40,21.9
1/9/2010 2:41,21.9
1/9/2010 2:42,21.7
1/9/2010 2:43,21.7
1/9/2010 2:44,21.9
1/9/2010 2:45,21.7
1/9/2010 2:46,21.9
1/9/2010 2:47,22.1
1/9/2010 2:48,21.7
1/9/2010 2:49,21.6
1/9/2010 2:50,21.9
1/9/2010 2:51,21.7
1/9/2010 2:52,21.7
1/9/2010 2:53,21.7
1/9/2010 2:54,21.7
1/9/2010 2:55,22
1/9/2010 2:56,21.7
1/9/2010 2:57,22
1/9/2010 2:58,21.5
1/9/2010 2:59,21.9
1/9/2010 3:00,21.9
1/9/2010 3:00,21.9
1/9/2010 3:01,21.9
1/9/2010 3:02,21.6
1/9/2010 3:03,22
1/9/2010 3:04,21.7
1/9/2010 3:05,21.6
1/9/2010 3:06,21.7
1/9/2010 3:07,21.9
1/9/2010 3:08,21.6
1/9/2010 3:09,21.6
1/9/2010 3:10,21.6
1/9/2010 3:11,21.5
1/9/2010 3:12,21.5
1/9/2010 3:13,21.6
1/9/2010 3:14,21.6
1/9/2010 3:15,21.6
1/9/2010 3:16,21.7
1/9/2010 3:17,21.6
1/9/2010 3:18,21.6
1/9/2010 3:19,21.7
1/9/2010 3:20,21.5
1/9/2010 3:21,21.7
1/9/2010 3:22,21.6
1/9/2010 3:23,21.5
1/9/2010 3:24,21.6
1/9/2010 3:25,21.7
1/9/2010 3:26,21.7
1/9/2010 3:27,21.5
1/9/2010 3:28,21.6
1/9/2010 3:29,21.5
1/9/2010 3:30,21.5
1/9/2010 3:31,21.4
1/9/2010 3:32,21.6
1/9/2010 3:33,21.5
1/9/2010 3:34,21.6
1/9/2010 3:35,21.5
1/9/2010 3:36,21.4
1/9/2010 3:37,21.5
1/9/2010 3:38,21.5
1/9/2010 3:39,21.5
1/9/2010 3:40,21.5
1/9/2010 3:41,21.5
1/9/2010 3:42,21.6
1/9/2010 3:43,21.5
1/9/2010 3:44,21.5
1/9/2010 3:45,21.5
1/9/2010 3:46,21.5
1/9/2010 3:47,21.5
1/9/2010 3:48,21.4
1/9/2010 3:49,21.4
1/9/2010 3:50,21.4
1/9/2010 3:51,21.4
1/9/2010 3:52,21.5
1/9/2010 3:53,21.5
1/9/2010 3:54,21.4
1/9/2010 3:55,21.4
1/9/2010 3:56,21.3
1/9/2010 3:57,21.4
1/9/2010 3:58,21.4
1/9/2010 3:59,21.5
1/9/2010 4:00,21.4
1/9/2010 4:00,21.4
1/9/2010 4:01,21.3
1/9/2010 4:02,21.3
1/9/2010 4:03,21.5
1/9/2010 4:04,21.3
1/9/2010 4:05,21.4
1/9/2010 4:06,21.5
1/9/2010 4:07,21.5
1/9/2010 4:08,21.5
1/9/2010 4:09,21.5
1/9/2010 4:10,21.4
1/9/2010 4:11,21.5
1/9/2010 4:12,21.4
1/9/2010 4:13,21.4
1/9/2010 4:14,21.4
1/9/2010 4:15,21.4
1/9/2010 4:16,21.4
1/9/2010 4:17,21.1
1/9/2010 4:18,21.4
1/9/2010 4:19,21.3
1/9/2010 4:20,21.3
1/9/2010 4:21,21.3
1/9/2010 4:22,21.4
1/9/2010 4:23,21.4
1/9/2010 4:24,21.4
1/9/2010 4:25,21.3
1/9/2010 4:26,21.4
1/9/2010 4:27,21.5
1/9/2010 4:28,21.4
1/9/2010 4:29,21.1
1/9/2010 4:30,21.5
1/9/2010 4:31,21.1
1/9/2010 4:32,21.4
1/9/2010 4:33,21.3
1/9/2010 4:34,21.6
1/9/2010 4:35,21.4
1/9/2010 4:36,21.3
1/9/2010 4:37,21.3
1/9/2010 4:38,21.4
1/9/2010 4:39,21.3
1/9/2010 4:40,21.1
1/9/2010 4:41,21.3
1/9/2010 4:42,21.3
1/9/2010 4:43,21.3
1/9/2010 4:44,21.1
1/9/2010 4:45,21.3
1/9/2010 4:46,21.5
1/9/2010 4:47,21.1
1/9/2010 4:48,21.3
1/9/2010 4:49,21.3
1/9/2010 4:50,21.3
1/9/2010 4:51,21.3
1/9/2010 4:52,21.1
1/9/2010 4:53,21.5
1/9/2010 4:54,21.4
1/9/2010 4:55,21.3
1/9/2010 4:56,21.1
1/9/2010 4:57,20.9
1/9/2010 4:58,21.3
1/9/2010 4:59,21.3
1/9/2010 5:00,21
1/9/2010 5:00,21
1/9/2010 5:01,21.3
1/9/2010 5:02,21.1
1/9/2010 5:03,21.4
1/9/2010 5:04,21.1
1/9/2010 5:05,21.4
1/9/2010 5:06,21.1
1/9/2010 5:07,21.1
1/9/2010 5:08,21.1
1/9/2010 5:09,21.3
1/9/2010 5:10,21.3
1/9/2010 5:11,21
1/9/2010 5:12,21.1
1/9/2010 5:13,21.3
1/9/2010 5:14,21.4
1/9/2010 5:15,21.4
1/9/2010 5:16,21.3
1/9/2010 5:17,21.1
1/9/2010 5:18,21.3
1/9/2010 5:19,21.3
1/9/2010 5:20,21.1
1/9/2010 5:21,21.3
1/9/2010 5:22,21.1
1/9/2010 5:23,21.1
1/9/2010 5:24,21.1
1/9/2010 5:25,21.3
1/9/2010 5:26,21.1
1/9/2010 5:27,21.1
1/9/2010 5:28,21.3
1/9/2010 5:29,21.1
1/9/2010 5:30,21.3
1/9/2010 5:31,21.4
1/9/2010 5:32,21.3
1/9/2010 5:33,21.1
1/9/2010 5:34,21.1
1/9/2010 5:35,21.4
1/9/2010 5:36,21.3
1/9/2010 5:37,21.1
1/9/2010 5:38,21.5
1/9/2010 5:39,21
1/9/2010 5:40,21.3
1/9/2010 5:41,21.3
1/9/2010 5:42,21.5
1/9/2010 5:43,21.1
1/9/2010 5:44,21
1/9/2010 5:45,21.4
1/9/2010 5:46,21.4
1/9/2010 5:47,21.3
1/9/2010 5:48,21.4
1/9/2010 5:49,21.4
1/9/2010 5:50,21.3
1/9/2010 5:51,21.3
1/9/2010 5:52,21.1
1/9/2010 5:53,21.1
1/9/2010 5:54,21
1/9/2010 5:55,21.3
1/9/2010 5:56,21.3
1/9/2010 5:57,21.4
1/9/2010 5:58,21.1
1/9/2010 5:59,21.3
1/9/2010 6:00,21.1
1/9/2010 6:00,21.1
1/9/2010 6:01,21
1/9/2010 6:02,21.3
1/9/2010 6:03,21.1
1/9/2010 6:04,21
1/9/2010 6:05,21
1/9/2010 6:06,21.3
1/9/2010 6:07,21.1
1/9/2010 6:08,21.1
1/9/2010 6:09,21.1
1/9/2010 6:10,21
1/9/2010 6:11,21.1
1/9/2010 6:12,21.1
1/9/2010 6:13,21.1
1/9/2010 6:14,21.4
1/9/2010 6:15,21.4
1/9/2010 6:16,21.3
1/9/2010 6:17,21.1
1/9/2010 6:18,21.4
1/9/2010 6:19,21.1
1/9/2010 6:20,21.1
1/9/2010 6:21,21.1
1/9/2010 6:22,21.3
1/9/2010 6:23,21.3
1/9/2010 6:24,21.3
1/9/2010 6:25,21
1/9/2010 6:26,21.3
1/9/2010 6:27,21.1
1/9/2010 6:28,21.4
1/9/2010 6:29,21.1
1/9/2010 6:30,21.3
1/9/2010 6:31,21.3
1/9/2010 6:32,21.4
1/9/2010 6:33,21.4
1/9/2010 6:34,21.3
1/9/2010 6:35,21.1
1/9/2010 6:36,21.4
1/9/2010 6:37,21.5
1/9/2010 6:38,21.4
1/9/2010 6:39,21.3
1/9/2010 6:40,21.5
1/9/2010 6:41,21.4
1/9/2010 6:42,21.4
1/9/2010 6:43,21.3
1/9/2010 6:44,21.4
1/9/2010 6:45,21.3
1/9/2010 6:46,21.4
1/9/2010 6:47,21.4
1/9/2010 6:48,21.4
1/9/2010 6:49,21.3
1/9/2010 6:50,21.4
1/9/2010 6:51,21.5
1/9/2010 6:52,21.4
1/9/2010 6:53,21.4
1/9/2010 6:54,21.4
1/9/2010 6:55,21.3
1/9/2010 6:56,21.4
1/9/2010 6:57,21.4
1/9/2010 6:58,21.4
1/9/2010 6:59,21.4
1/9/2010 7:00,21.3
1/9/2010 7:00,21.3
1/9/2010 7:01,21.4
1/9/2010 7:02,21.4
1/9/2010 7:03,21.4
1/9/2010 7:04,21.5
1/9/2010 7:05,21.4
1/9/2010 7:06,21.3
1/9/2010 7:07,21.4
1/9/2010 7:08,21.4
1/9/2010 7:09,21.5
1/9/2010 7:10,21.4
1/9/2010 7:11,21.4
1/9/2010 7:12,21.4
1/9/2010 7:13,21.4
1/9/2010 7:14,21.5
1/9/2010 7:15,21.5
1/9/2010 7:16,21.5
1/9/2010 7:17,21.3
1/9/2010 7:18,21.3
1/9/2010 7:19,21.5
1/9/2010 7:20,21.5
1/9/2010 7:21,21.6
1/9/2010 7:22,21.5
1/9/2010 7:23,21.4
1/9/2010 7:24,21.5
1/9/2010 7:25,21.4
1/9/2010 7:26,21.5
1/9/2010 7:27,21.3
1/9/2010 7:28,21.5
1/9/2010 7:29,21.5
1/9/2010 7:30,21.7
1/9/2010 7:31,21.5
1/9/2010 7:32,21.4
1/9/2010 7:33,21.5
1/9/2010 7:34,21.5
1/9/2010 7:35,21.4
1/9/2010 7:36,21.5
1/9/2010 7:37,21.4
1/9/2010 7:38,21.5
1/9/2010 7:39,21.5
1/9/2010 7:40,21.5
1/9/2010 7:41,21.5
1/9/2010 7:42,21.5
1/9/2010 7:43,21.4
1/9/2010 7:44,21.5
1/9/2010 7:45,21.5
1/9/2010 7:46,21.5
1/9/2010 7:47,21.6
1/9/2010 7:48,21.5
1/9/2010 7:49,21.5
1/9/2010 7:50,21.6
1/9/2010 7:51,21.5
1/9/2010 7:52,21.6
1/9/2010 7:53,21.9
1/9/2010 7:54,21.7
1/9/2010 7:55,21.7
1/9/2010 7:56,21.9
1/9/2010 7:57,21.6
1/9/2010 7:58,21.7
1/9/2010 7:59,21.6
1/9/2010 8:00,21.7
1/9/2010 8:00,21.7
1/9/2010 8:01,21.6
1/9/2010 8:02,21.7
1/9/2010 8:03,21.7
1/9/2010 8:04,21.7
1/9/2010 8:05,21.9
1/9/2010 8:06,22
1/9/2010 8:07,21.9
1/9/2010 8:08,22
1/9/2010 8:09,22
1/9/2010 8:10,21.9
1/9/2010 8:11,22.1
1/9/2010 8:12,22
1/9/2010 8:13,22.1
1/9/2010 8:14,22
1/9/2010 8:15,22.1
1/9/2010 8:16,22.2
1/9/2010 8:17,22.1
1/9/2010 8:18,22.3
1/9/2010 8:19,22.1
1/9/2010 8:20,22
1/9/2010 8:21,22.1
1/9/2010 8:22,22.2
1/9/2010 8:23,22.2
1/9/2010 8:24,22.2
1/9/2010 8:25,22.2
1/9/2010 8:26,22.2
1/9/2010 8:27,22.3
1/9/2010 8:28,22.3
1/9/2010 8:29,22.3
1/9/2010 8:30,22.2
1/9/2010 8:31,22.5
1/9/2010 8:32,22.5
1/9/2010 8:33,22.6
1/9/2010 8:34,22.7
1/9/2010 8:35,22.7
1/9/2010 8:36,22.5
1/9/2010 8:37,22.7
1/9/2010 8:38,22.7
1/9/2010 8:39,22.8
1/9/2010 8:40,22.6
1/9/2010 8:41,22.7
1/9/2010 8:42,22.6
1/9/2010 8:43,22.8
1/9/2010 8:44,22.7
1/9/2010 8:45,22.6
1/9/2010 8:46,22.6
1/9/2010 8:47,22.7
1/9/2010 8:48,22.8
1/9/2010 8:49,22.9
1/9/2010 8:50,22.7
1/9/2010 8:51,22.8
1/9/2010 8:52,22.8
1/9/2010 8:53,22.8
1/9/2010 8:54,22.8
1/9/2010 8:55,22.9
1/9/2010 8:56,22.9
1/9/2010 8:57,22.9
1/9/2010 8:58,22.9
1/9/2010 8:59,22.9
1/9/2010 9:00,23.1
1/9/2010 9:00,23.1
1/9/2010 9:01,23.2
1/9/2010 9:02,23.1
1/9/2010 9:03,23.2
1/9/2010 9:04,23.2
1/9/2010 9:05,23.1
1/9/2010 9:06,23.2
1/9/2010 9:07,23.1
1/9/2010 9:08,23.4
1/9/2010 9:09,23.2
1/9/2010 9:10,23.2
1/9/2010 9:11,23.4
1/9/2010 9:12,23.4
1/9/2010 9:13,23.3
1/9/2010 9:14,23.4
1/9/2010 9:15,23.2
1/9/2010 9:16,23.4
1/9/2010 9:17,23.5
1/9/2010 9:18,23.5
1/9/2010 9:19,23.3
1/9/2010 9:20,23.4
1/9/2010 9:21,23.4
1/9/2010 9:22,23.5
1/9/2010 9:23,23.5
1/9/2010 9:24,23.5
1/9/2010 9:25,23.5
1/9/2010 9:26,23.7
1/9/2010 9:27,23.7
1/9/2010 9:28,23.5
1/9/2010 9:29,23.8
1/9/2010 9:30,23.5
1/9/2010 9:31,23.7
1/9/2010 9:32,23.5
1/9/2010 9:33,23.9
1/9/2010 9:34,23.9
1/9/2010 9:35,23.9
1/9/2010 9:36,24
1/9/2010 9:37,23.7
1/9/2010 9:38,23.7
1/9/2010 9:39,23.7
1/9/2010 9:40,23.5
1/9/2010 9:41,23.4
1/9/2010 9:42,23.8
1/9/2010 9:43,23.8
1/9/2010 9:44,23.7
1/9/2010 9:45,23.7
1/9/2010 9:46,23.7
1/9/2010 9:47,23.7
1/9/2010 9:48,23.7
1/9/2010 9:49,23.4
1/9/2010 9:50,23.7
1/9/2010 9:51,23.5
1/9/2010 9:52,23.7
1/9/2010 9:53,23.7
1/9/2010 9:54,23.8
1/9/2010 9:55,23.5
1/9/2010 9:56,23.5
1/9/2010 9:57,23.7
1/9/2010 9:58,23.5
1/9/2010 9:59,23.5
1/9/2010 10:00,23.7
1/9/2010 10:00,23.7
1/9/2010 10:01,23.7
1/9/2010 10:02,23.4
1/9/2010 10:03,23.7
1/9/2010 10:04,23.5
1/9/2010 10:05,23.7
1/9/2010 10:06,23.5
1/9/2010 10:07,23.7
1/9/2010 10:08,23.8
1/9/2010 10:09,23.8
1/9/2010 10:10,23.8
1/9/2010 10:11,23.9
1/9/2010 10:12,23.7
1/9/2010 10:13,23.8
1/9/2010 10:14,23.8
1/9/2010 10:15,23.9
1/9/2010 10:16,23.8
1/9/2010 10:17,23.8
1/9/2010 10:18,23.8
1/9/2010 10:19,23.8
1/9/2010 10:20,23.9
1/9/2010 10:21,23.9
1/9/2010 10:22,23.9
1/9/2010 10:23,24
1/9/2010 10:24,24
1/9/2010 10:25,24
1/9/2010 10:26,24
1/9/2010 10:27,23.9
1/9/2010 10:28,24
1/9/2010 10:29,24
1/9/2010 10:30,23.9
1/9/2010 10:31,24.1
1/9/2010 10:32,24.3
1/9/2010 10:33,24.5
1/9/2010 10:34,24.4
1/9/2010 10:35,24.5
1/9/2010 10:36,24.6
1/9/2010 10:37,24.9
1/9/2010 10:38,24.5
1/9/2010 10:39,24.9
1/9/2010 10:40,25
1/9/2010 10:41,25.1
1/9/2010 10:42,25.3
1/9/2010 10:43,25.5
1/9/2010 10:44,25.3
1/9/2010 10:45,25.3
1/9/2010 10:46,25.5
1/9/2010 10:47,25.3
1/9/2010 10:48,25.5
1/9/2010 10:49,25.6
1/9/2010 10:50,25.8
1/9/2010 10:51,25.8
1/9/2010 10:52,26.1
1/9/2010 10:53,26.1
1/9/2010 10:54,25.9
1/9/2010 10:55,26.1
1/9/2010 10:56,26.1
1/9/2010 10:57,26.3
1/9/2010 10:58,26.7
1/9/2010 10:59,26.9
1/9/2010 11:00,27
1/9/2010 11:00,27
1/9/2010 11:01,27.1
1/9/2010 11:02,27.1
1/9/2010 11:03,27.2
1/9/2010 11:04,27.2
1/9/2010 11:05,27.4
1/9/2010 11:06,27.4
1/9/2010 11:07,27.5
1/9/2010 11:08,27.6
1/9/2010 11:09,27.7
1/9/2010 11:10,27.7
1/9/2010 11:11,27.8
1/9/2010 11:12,27.7
1/9/2010 11:13,28.1
1/9/2010 11:14,28
1/9/2010 11:15,28.2
1/9/2010 11:16,28.3
1/9/2010 11:17,28.7
1/9/2010 11:18,28.8
1/9/2010 11:19,28.8
1/9/2010 11:20,29.2
1/9/2010 11:21,29.4
1/9/2010 11:22,29.2
1/9/2010 11:23,29.3
1/9/2010 11:24,29.4
1/9/2010 11:25,29.3
1/9/2010 11:26,29.4
1/9/2010 11:27,29.8
1/9/2010 11:28,30
1/9/2010 11:29,29.9
1/9/2010 11:30,29.6
1/9/2010 11:31,29.8
1/9/2010 11:32,29.8
1/9/2010 11:33,29.8
1/9/2010 11:34,29.9
1/9/2010 11:35,29.9
1/9/2010 11:36,29.9
1/9/2010 11:37,29.6
1/9/2010 11:38,29.9
1/9/2010 11:39,30
1/9/2010 11:40,30
1/9/2010 11:41,30.3
1/9/2010 11:42,30.6
1/9/2010 11:43,30.7
1/9/2010 11:44,30.7
1/9/2010 11:45,30.9
1/9/2010 11:46,30.9
1/9/2010 11:47,31.3
1/9/2010 11:48,31.3
1/9/2010 11:49,31.2
1/9/2010 11:50,31.2
1/9/2010 11:51,31.2
1/9/2010 11:52,30.9
1/9/2010 11:53,31.5
1/9/2010 11:54,31.1
1/9/2010 11:55,31.4
1/9/2010 11:56,31.5
1/9/2010 11:57,31.4
1/9/2010 11:58,31.7
1/9/2010 11:59,31.4
1/9/2010 12:00,31.5
1/9/2010 12:00,31.5
1/9/2010 12:01,31.7
1/9/2010 12:02,31.8
1/9/2010 12:03,32
1/9/2010 12:04,32.3
1/9/2010 12:05,32.1
1/9/2010 12:06,32.4
1/9/2010 12:07,32.1
1/9/2010 12:08,31.8
1/9/2010 12:09,31.9
1/9/2010 12:10,31.8
1/9/2010 12:11,32.3
1/9/2010 12:12,32.3
1/9/2010 12:13,32.1
1/9/2010 12:14,31.9
1/9/2010 12:15,31.9
1/9/2010 12:16,32.4
1/9/2010 12:17,32.6
1/9/2010 12:18,32.6
1/9/2010 12:19,32.7
1/9/2010 12:20,32.5
1/9/2010 12:21,32.7
1/9/2010 12:22,32.6
1/9/2010 12:23,32.4
1/9/2010 12:24,32.6
1/9/2010 12:25,32.6
1/9/2010 12:26,32.4
1/9/2010 12:27,32.5
1/9/2010 12:28,32.6
1/9/2010 12:29,32.5
1/9/2010 12:30,32.5
1/9/2010 12:31,32.9
1/9/2010 12:32,32.7
1/9/2010 12:33,33.1
1/9/2010 12:34,32.9
1/9/2010 12:35,33
1/9/2010 12:36,32.7
1/9/2010 12:37,32.9
1/9/2010 12:38,33.1
1/9/2010 12:39,33.2
1/9/2010 12:40,33.2
1/9/2010 12:41,33.2
1/9/2010 12:42,33.5
1/9/2010 12:43,33.5
1/9/2010 12:44,33.1
1/9/2010 12:45,33.3
1/9/2010 12:46,33.7
1/9/2010 12:47,33.6
1/9/2010 12:48,33.6
1/9/2010 12:49,33.8
1/9/2010 12:50,33.9
1/9/2010 12:51,33.9
1/9/2010 12:52,34.2
1/9/2010 12:53,34.4
1/9/2010 12:54,34.4
1/9/2010 12:55,34.5
1/9/2010 12:56,34.1
1/9/2010 12:57,34
1/9/2010 12:58,34
1/9/2010 12:59,33.8
1/9/2010 13:00,34.3
1/9/2010 13:00,34.3
1/9/2010 13:01,34
1/9/2010 13:02,34.2
1/9/2010 13:03,34.2
1/9/2010 13:04,34.4
1/9/2010 13:05,34.3
1/9/2010 13:06,34.2
1/9/2010 13:07,33.9
1/9/2010 13:08,34.3
1/9/2010 13:09,34.3
1/9/2010 13:10,34.4
1/9/2010 13:11,34.3
1/9/2010 13:12,34.3
1/9/2010 13:13,34
1/9/2010 13:14,34.3
1/9/2010 13:15,34
1/9/2010 13:16,34.2
1/9/2010 13:17,34.4
1/9/2010 13:18,34.8
1/9/2010 13:19,34.5
1/9/2010 13:20,34.5
1/9/2010 13:21,34.5
1/9/2010 13:22,34.5
1/9/2010 13:23,34.9
1/9/2010 13:24,35.2
1/9/2010 13:25,34.9
1/9/2010 13:26,34.6
1/9/2010 13:27,35.1
1/9/2010 13:28,35
1/9/2010 13:29,34.9
1/9/2010 13:30,35
1/9/2010 13:31,34.8
1/9/2010 13:32,34.9
1/9/2010 13:33,35
1/9/2010 13:34,34.8
1/9/2010 13:35,34.8
1/9/2010 13:36,35
1/9/2010 13:37,34.8
1/9/2010 13:38,35
1/9/2010 13:39,35.1
1/9/2010 13:40,35
1/9/2010 13:41,34.9
1/9/2010 13:42,34.6
1/9/2010 13:43,34.7
1/9/2010 13:44,34.6
1/9/2010 13:45,34.6
1/9/2010 13:46,34.5
1/9/2010 13:47,34.5
1/9/2010 13:48,34.7
1/9/2010 13:49,34.5
1/9/2010 13:50,34.9
1/9/2010 13:51,35
1/9/2010 13:52,35.3
1/9/2010 13:53,35.1
1/9/2010 13:54,35.2
1/9/2010 13:55,35
1/9/2010 13:56,34.9
1/9/2010 13:57,35
1/9/2010 13:58,34.9
1/9/2010 13:59,35
1/9/2010 14:00,35.5
1/9/2010 14:00,35.5
1/9/2010 14:01,35.5
1/9/2010 14:02,35.5
1/9/2010 14:03,35.6
1/9/2010 14:04,35.7
1/9/2010 14:05,35.7
1/9/2010 14:06,35.3
1/9/2010 14:07,35.1
1/9/2010 14:08,35.3
1/9/2010 14:09,35.1
1/9/2010 14:10,35.1
1/9/2010 14:11,35.3
1/9/2010 14:12,35.7
1/9/2010 14:13,35.7
1/9/2010 14:14,35.7
1/9/2010 14:15,35.7
1/9/2010 14:16,35.3
1/9/2010 14:17,35.8
1/9/2010 14:18,35.5
1/9/2010 14:19,35.9
1/9/2010 14:20,35.9
1/9/2010 14:21,35.7
1/9/2010 14:22,35.8
1/9/2010 14:23,35.9
1/9/2010 14:24,35.7
1/9/2010 14:25,36.2
1/9/2010 14:26,35.9
1/9/2010 14:27,35.8
1/9/2010 14:28,35.7
1/9/2010 14:29,35.9
1/9/2010 14:30,35.7
1/9/2010 14:31,35.8
1/9/2010 14:32,35.7
1/9/2010 14:33,35.6
1/9/2010 14:34,36.2
1/9/2010 14:35,35.9
1/9/2010 14:36,35.9
1/9/2010 14:37,35.8
1/9/2010 14:38,35.9
1/9/2010 14:39,36.1
1/9/2010 14:40,36.1
1/9/2010 14:41,36.2
1/9/2010 14:42,36.1
1/9/2010 14:43,36.1
1/9/2010 14:44,35.8
1/9/2010 14:45,35.9
1/9/2010 14:46,36.2
1/9/2010 14:47,36.2
1/9/2010 14:48,36.3
1/9/2010 14:49,36.5
1/9/2010 14:50,36.3
1/9/2010 14:51,36.3
1/9/2010 14:52,36.3
1/9/2010 14:53,36.4
1/9/2010 14:54,36.2
1/9/2010 14:55,35.8
1/9/2010 14:56,36.1
1/9/2010 14:57,35.8
1/9/2010 14:58,35.8
1/9/2010 14:59,35.9
1/9/2010 15:00,36.1
1/9/2010 15:00,36.1
1/9/2010 15:01,36.3
1/9/2010 15:02,36.2
1/9/2010 15:03,36.3
1/9/2010 15:04,36.2
1/9/2010 15:05,36.2
1/9/2010 15:06,36.1
1/9/2010 15:07,36.4
1/9/2010 15:08,36.2
1/9/2010 15:09,36.3
1/9/2010 15:10,36.2
1/9/2010 15:11,36.1
1/9/2010 15:12,36.1
1/9/2010 15:13,36.4
1/9/2010 15:14,36.1
1/9/2010 15:15,36.1
1/9/2010 15:16,36.1
1/9/2010 15:17,35.9
1/9/2010 15:18,35.9
1/9/2010 15:19,36.3
1/9/2010 15:20,36.2
1/9/2010 15:21,36.3
1/9/2010 15:22,36.2
1/9/2010 15:23,36.4
1/9/2010 15:24,36.1
1/9/2010 15:25,36.2
1/9/2010 15:26,36.4
1/9/2010 15:27,36.2
1/9/2010 15:28,36.2
1/9/2010 15:29,36.3
1/9/2010 15:30,36.2
1/9/2010 15:31,36.2
1/9/2010 15:32,35.9
1/9/2010 15:33,36.1
1/9/2010 15:34,36.1
1/9/2010 15:35,36.2
1/9/2010 15:36,35.9
1/9/2010 15:37,36.1
1/9/2010 15:38,35.9
1/9/2010 15:39,35.9
1/9/2010 15:40,36.2
1/9/2010 15:41,35.9
1/9/2010 15:42,36.2
1/9/2010 15:43,36.2
1/9/2010 15:44,36.4
1/9/2010 15:45,36.1
1/9/2010 15:46,36.1
1/9/2010 15:47,36.4
1/9/2010 15:48,36.2
1/9/2010 15:49,36.3
1/9/2010 15:50,36.5
1/9/2010 15:51,36.6
1/9/2010 15:52,36.6
1/9/2010 15:53,36.6
1/9/2010 15:54,36.4
1/9/2010 15:55,36.3
1/9/2010 15:56,36.4
1/9/2010 15:57,36.1
1/9/2010 15:58,35.9
1/9/2010 15:59,36.1
1/9/2010 16:00,35.9
1/9/2010 16:00,35.9
1/9/2010 16:01,36.2
1/9/2010 16:02,36.2
1/9/2010 16:03,36.2
1/9/2010 16:04,36.1
1/9/2010 16:05,36.4
1/9/2010 16:06,36.2
1/9/2010 16:07,36.3
1/9/2010 16:08,36.2
1/9/2010 16:09,36.1
1/9/2010 16:10,35.8
1/9/2010 16:11,36.1
1/9/2010 16:12,36.1
1/9/2010 16:13,36.1
1/9/2010 16:14,36.1
1/9/2010 16:15,35.8
1/9/2010 16:16,35.9
1/9/2010 16:17,35.7
1/9/2010 16:18,35.8
1/9/2010 16:19,35.8
1/9/2010 16:20,35.8
1/9/2010 16:21,35.6
1/9/2010 16:22,35.6
1/9/2010 16:23,35.7
1/9/2010 16:24,35.6
1/9/2010 16:25,35.6
1/9/2010 16:26,35.6
1/9/2010 16:27,35.7
1/9/2010 16:28,35.6
1/9/2010 16:29,35.8
1/9/2010 16:30,35.5
1/9/2010 16:31,35.6
1/9/2010 16:32,35.7
1/9/2010 16:33,35.8
1/9/2010 16:34,35.7
1/9/2010 16:35,35.6
1/9/2010 16:36,35.6
1/9/2010 16:37,35.5
1/9/2010 16:38,35.5
1/9/2010 16:39,35.4
1/9/2010 16:40,35.5
1/9/2010 16:41,35.4
1/9/2010 16:42,35.6
1/9/2010 16:43,35.2
1/9/2010 16:44,35.2
1/9/2010 16:45,35.4
1/9/2010 16:46,35.4
1/9/2010 16:47,35.2
1/9/2010 16:48,35.2
1/9/2010 16:49,35.4
1/9/2010 16:50,35.1
1/9/2010 16:51,35
1/9/2010 16:52,35
1/9/2010 16:53,34.8
1/9/2010 16:54,35
1/9/2010 16:55,34.9
1/9/2010 16:56,34.9
1/9/2010 16:57,34.5
1/9/2010 16:58,34.6
1/9/2010 16:59,34.6
1/9/2010 17:00,34.8
